BusinessName,BusinessType,AddressLine1,AddressLine2,AddressLine3,PostCode,RatingValue,RatingDate,LocalAuthorityName,Hygiene,Structural,ConfidenceInManagement,Longitude,Latitude
Hope & Bear,Pub/bar/nightclub,153 London Road,Reading,Berkshire,RG1 5DE,5,2025-06-01,Reading,5,5,5,-0.9507188,51.4528885
Hot Stuff,Takeaway/sandwich shop,421 Oxford Road,Reading,,RG30 1HA,4,2024-10-17,Reading,5,10,5,-0.9966429,51.4568067
Hotel Chocolat at The Oracle,Retailers - other,Bridge Street,Reading,,RG1 2AH,Exempt,,Reading,,,,,
House of Flavours,Restaurant/Cafe/Canteen,34-36 Kings Road,Reading,,RG1 3AA,5,2025-11-13,Reading,0,5,0,-0.967026,51.4547149
Hungry Birds,Takeaway/sandwich shop,256 Kentwood Hill,Tilehurst,Reading,RG31 6DR,5,2026-06-29,Reading,5,5,5,-1.029519,51.4689347
Ibis Reading Centre,Restaurant/Cafe/Canteen,25A Friar Street,Reading,,RG1 1DP,5,2025-10-24,Reading,0,0,0,-0.9727917,51.4569632
Iceland,Retailers - supermarkets/hypermarkets,39 Church Street,Caversham,Reading,RG4 8BA,5,2025-02-07,Reading,0,5,5,-0.9746661,51.4670294
Iceland,Retailers - supermarkets/hypermarkets,47 Oxford Road,Reading,,RG1 7QG,5,2025-02-13,Reading,0,0,5,-0.9772255,51.4549124
ICMA Centre Cafe Bar 2 University Of Reading,Restaurant/Cafe/Canteen,Whiteknights Campus PO Box 242,Reading,Berkshire,RG6 6BA,5,2024-04-05,Reading,0,0,5,,
Impact Food Group @ St Edward's Prep,School/college/university,64 Tilehurst Road,Reading,,RG30 2JH,5,2026-05-18,Reading,0,5,0,-0.9939098,51.4521434
Indian Community Centre,Restaurant/Cafe/Canteen,2 Norris Road,Reading,,RG6 1NJ,4,2025-11-19,Reading,5,5,10,-0.9368299,51.4492387
Indian Corner/ Kebab Corner,Takeaway/sandwich shop,745 Oxford Road,Reading,,RG30 1JA,3,2026-07-16,Reading,10,10,5,-1.0142565,51.4623333
Intoku Bowls Sushi Bar,Restaurant/Cafe/Canteen,30a Chain Street,Reading,,RG1 2HX,3,2025-12-23,Reading,10,10,10,-0.973015,51.4552712
Iro Sushi,Takeaway/sandwich shop,155 Friar Street,Reading,,RG1 1HE,3,2025-10-07,Reading,5,10,10,-0.9715316,51.456598
Island Bohemian Bowls Club,Pub/bar/nightclub,Thames Side,Reading,,RG1 8DG,5,2025-06-25,Reading,5,0,5,,
ISS Mediclean at Prospect Park Hospital,Hospitals/Childcare/Caring Premises,Honey End Lane,Reading,,RG30 4EJ,5,2026-03-09,Reading,5,5,0,,
Istanbul Food Centre,Retailers - other,282-284 Oxford Road,Reading,,RG30 1AD,3,2025-10-14,Reading,10,10,10,-0.993972,51.4565231
Istanbul Grill,Takeaway/sandwich shop,77 Wokingham Road,Reading,,RG6 1LH,4,2025-12-11,Reading,5,10,5,-0.9370989,51.4488095
Istanbul Mangal,Takeaway/sandwich shop,15 The Triangle Tilehurst,Reading,,RG30 4RN,3,2026-04-14,Reading,10,10,10,-1.040492,51.45783
Itsu,Restaurant/Cafe/Canteen,31 Queen Victoria Street,Reading,,RG1 1SY,5,2026-04-14,Reading,5,5,5,-0.9722672,51.4558851
J Guris,Retailers - other,53 Wokingham Road,Reading,,RG6 1LH,4,2024-11-14,Reading,5,10,5,-0.9375359,51.4492001
Jadacooksss,Takeaway/sandwich shop,211 Caversham Road,Reading,,RG1 8BB,4,2025-03-21,Reading,5,10,5,-0.9773357,51.4641663
Jaffa Street / Puree,Takeaway/sandwich shop,Unit B1 Great Knollys Street,Reading,,RG1 7HN,5,2024-09-22,Reading,5,5,5,-0.9793973,51.4582135
Jamaica Blue Coffee Shop South Block at Royal Berkshire Hospital,Restaurant/Cafe/Canteen,Craven Road,Reading,,RG1 5AW,4,2025-02-06,Reading,0,10,5,-0.95762292,51.45100912
JAMPat’s,Mobile caterer,,,,,5,2026-08-26,Reading,5,5,5,,
Jamrock Carribean Cuisine,Other catering premises,,,,,3,2025-06-17,Reading,5,10,10,,
jas_bakesntreats,Other catering premises,,,,,5,2026-03-07,Reading,0,5,5,,
Jayashree,Other catering premises,,,,,5,2026-03-23,Reading,0,5,5,,
Jazz Cafe at Madejski Stadium,Restaurant/Cafe/Canteen,Shooters Way,Reading,,RG2 0FL,5,2026-05-29,Reading,5,5,5,,
JCS Gourmet Kitchen,Pub/bar/nightclub,69 Westwood Glen,Reading,,RG31 5NW,5,2026-04-24,Reading,5,5,5,-1.0488731,51.4610903
Jessica Food & Wine,Retailers - other,18 Farnham Drive,Caversham,Reading,RG4 6NY,4,2024-11-15,Reading,5,10,5,-0.9462711,51.4785479
JFC,Takeaway/sandwich shop,54 Wensley Road,Reading,,RG1 6DJ,4,2025-03-01,Reading,5,5,10,-0.9854769,51.4456145
JieLi Restaurant,Other catering premises,19-23 Kings Street,Reading,,RG1 2HG,3,2026-07-27,Reading,5,10,10,,
Jigsaw Creative Care Services,Hospitals/Childcare/Caring Premises,77 Russell Street,Reading,,RG1 7XG,3,2025-03-27,Reading,5,10,10,-0.9830083,51.4518065
JK Stores,Retailers - other,435 Basingstoke Road,Reading,,RG2 0JF,5,2019-05-04,Reading,0,5,5,-0.9695726,51.4272581
Jodie's Cakes,Other catering premises,,,,,5,2025-05-10,Reading,5,0,5,,
Joe & The Juice UK,Restaurant/Cafe/Canteen,U02 Bridge Street The Oracle Centre,Reading,,RG1 2AQ,5,2026-03-25,Reading,5,5,0,-0.9708313,51.4538133
John Lewis Partnership Plc,Restaurant/Cafe/Canteen,108-113 Broad Street,Reading,,RG1 2BB,5,2025-09-22,Reading,0,5,5,-0.9720641,51.4553168
Jollibee,Other catering premises,81 Broad Street,Reading,,RG1 2AP,5,2024-11-21,Reading,5,5,5,-0.9746832,51.4553308
Jollof Isle,Takeaway/sandwich shop,24 Goldsmid Road,Reading,,RG1 7YB,AwaitingInspection,,Reading,,,,-0.9845512,51.4549222
Journey to the West,Manufacturers/packers,15 Boulton Road,Reading,,RG2 0NF,AwaitingInspection,,Reading,,,,,
Joy's Cafe,Restaurant/Cafe/Canteen,,,,,5,2024-11-08,Reading,5,5,5,,
Junior Adventures Group at Battle Primary Academy,School/college/university,Battle Primary Academy Cranbury Road,Reading,,RG30 2TD,5,2026-02-11,Reading,0,5,5,,
Junior Adventures Group at Micklands Primary School,School/college/university,Micklands Road,Caversham,Reading,RG4 6LU,5,2026-02-24,Reading,0,5,5,,
Junior Adventures Group Moorlands Primary,School/college/university,Church End Lane,Tilehurst,Reading,RG30 4UN,5,2024-07-18,Reading,5,5,5,,
Junior Adventures Group Parklane Primary,School/college/university,130 School Road,Tilehurst,Reading,RG31 5BD,2,2026-06-10,Reading,10,15,10,-1.0435126,51.4572342
Junior Adventures Group Wilson Primary,School/college/university,Wilson Road,Reading,,RG30 2RW,5,2026-03-05,Reading,5,5,0,-1.00422295,51.45472875
Just Fresh,Retailers - other,16 West Street,Reading,,RG1 1TT,1,2024-10-16,Reading,20,15,10,-0.975363,51.4558223
Just Momo,Other catering premises,4 Kings Road,Reading,,RG1 3AA,5,2024-11-14,Reading,5,5,5,-0.9686176,51.4548577
K B Superstores,Retailers - other,337-339 Oxford Road,Reading,,RG30 1AY,3,2026-04-23,Reading,10,10,10,-0.9935919,51.4561332
Kamal's Kitchen,Restaurant/Cafe/Canteen,141 Caversham Road,Reading,,RG1 8AU,4,2024-10-30,Reading,5,5,10,-0.9759076,51.4627856
Karak Chaii Reading,Restaurant/Cafe/Canteen,254 Oxford Road,Reading,,RG30 1AD,5,2026-08-03,Reading,5,5,0,-0.992969,51.4563167
Karem's Kebab,Mobile caterer,,,,,AwaitingInspection,,Reading,,,,,
Kashmir Halal Butchers at Exotic Superstore,Retailers - other,730 Oxford Road,Reading,,RG30 1EH,1,2025-10-31,Reading,15,15,20,-1.0079152,51.4600229
Kathmandu Cuisine,Takeaway/sandwich shop,Honey End Lane,Reading,,RG30 4AA,4,2026-02-02,Reading,10,5,5,,
Katie's Kakes,Other catering premises,,,,,5,2024-02-19,Reading,0,5,5,,
Kat's Kitchen,Other catering premises,,,,,5,2025-08-29,Reading,5,0,0,,
Kays Kaykery Bakery,Other catering premises,,,,,5,2021-05-25,Reading,0,0,0,,
Kebabist,Mobile caterer,Pitch 1 Meadway Precinct Honey End Lane,Reading,,,5,2025-05-20,Reading,5,5,5,-1.017291,51.449716
Keep Me Sweet,Other catering premises,,,,,5,2025-04-09,Reading,0,0,0,,
Kennet Corner Store,Retailers - other,101a Cholmeley Road,Reading,,RG1 3LY,5,2017-12-02,Reading,5,0,5,-0.9488704,51.4562978
Kenya Butchers,Retailers - other,20 West Street,Reading,,RG1 1TT,1,2026-03-20,Reading,10,15,20,-0.9752513,51.4556684
KFC,Takeaway/sandwich shop,207 Shinfield Road,Reading,,RG2 8HA,5,2025-11-21,Reading,5,0,5,-0.9457764,51.4281794
KFC,Takeaway/sandwich shop,73-74 Broad Street,Reading,,RG1 2AF,5,2025-06-08,Reading,5,5,5,-0.9750786,51.4556669
KFC at Forbury Retail Park,Takeaway/sandwich shop,Forbury Road,Reading,,RG1 3JD,4,2026-04-23,Reading,5,10,5,,
KFC at Reading Gate Retail Park,Takeaway/sandwich shop,,Reading,,RG2 0QG,5,2025-04-05,Reading,5,5,5,,
KFC at Reading Retail Park,Takeaway/sandwich shop,Oxford Road,Reading,,RG30 1PR,5,2025-08-01,Reading,0,5,0,,
Kingdom Coffee,Distributors/Transporters,1 Bridgewater Close,Reading,,RG30 1JT,5,2025-03-19,Reading,5,5,5,-1.0056292,51.4612264
Kingdom Family,Retailers - supermarkets/hypermarkets,Unit 55 Milford Road,Reading,,RG1 8LG,AwaitingInspection,,Reading,,,,-0.9818826,51.4623175
Kings academy Prospect,School/college/university,Cockney Hill,Tilehurst,Reading,RG30 4EX,5,2022-08-23,Reading,5,5,5,,
Kings Chef,Takeaway/sandwich shop,19 London Road,Reading,,RG1 5BJ,2,2026-07-14,Reading,15,15,10,-0.9663103,51.4507161
Kings Food and Wine,Retailers - other,91-93 Kings Road,Reading,,RG1 3DD,0,2026-02-27,Reading,15,20,20,-0.9635201,51.4550975
Kings Grill,Takeaway/sandwich shop,16 Kings Road,Reading,,RG1 3AA,4,2025-05-15,Reading,5,5,10,-0.9679599,51.4547861
Kings Road News & Off Licence,Retailers - other,83 Kings Road,Reading,,RG1 3DD,4,2024-12-07,Reading,10,0,10,-0.9638237,51.4550373
Kingwood Trust (White Barn),Hospitals/Childcare/Caring Premises,,,,,Exempt,,Reading,,,,,
Kobeda Palace,Restaurant/Cafe/Canteen,409 Oxford Road,Reading,,RG30 1HA,3,2025-06-17,Reading,10,10,10,-0.9962997,51.4567049
Kokoro,Takeaway/sandwich shop,29 Queen Victoria Street,Reading,,RG1 1SY,3,2025-10-13,Reading,10,10,10,-0.9722662,51.45593
"KOOSA Kids Breakfast, After School and Holiday Club at The Heights Primary School, Caversham",School/college/university,129 Upper Woodcote Road Caversham,Reading,,RG4 7LB,5,2026-03-31,Reading,5,0,5,-0.9962644,51.4769427
Krinfio Co. Ltd,Retailers - other,142-143 Friar Street,Reading,,RG1 1EX,AwaitingInspection,,Reading,,,,-0.9728429,51.4565285
Krispy Kreme,Takeaway/sandwich shop,Station Approach,Reading,,RG1 1LT,5,2025-07-30,Reading,0,0,0,-0.97266395,51.45874139
Krispy Kreme Doughnuts at The Oracle,Takeaway/sandwich shop,Bridge Street,Reading,,RG1 2AG,5,2024-12-10,Reading,0,0,0,,
Kungfu Kitchen,Restaurant/Cafe/Canteen,62 Christchurch Road,Reading,,RG2 7AZ,3,2025-11-10,Reading,10,10,10,-0.9558559,51.4428276
Kyaneez,Restaurant/Cafe/Canteen,103 Basingstoke Road,Reading,,RG2 0HA,5,2026-04-01,Reading,5,5,5,-0.967304,51.438577
L2H Seasonings,Manufacturers/packers,Flat 204 Skylark House Drake Way,Reading,,RG2 0PA,4,2025-03-14,Reading,5,5,10,-0.9770278,51.4328536
La Bella Café,Restaurant/Cafe/Canteen,33 Prospect Street Caversham,Reading,,RG4 8JB,4,2025-05-07,Reading,10,5,5,-0.9714449,51.4685135
La Kordun,Mobile caterer,,,,,5,2025-11-12,Reading,0,5,0,,
La Mamaia,Retailers - other,479 Oxford Road,Reading,,RG30 1HF,5,2024-08-15,Reading,5,5,5,-0.9991081,51.4572864
Laddu Box,Restaurant/Cafe/Canteen,19-23 Kings Walk King Street,Reading,,RG1 2HG,3,2026-01-19,Reading,10,10,10,-0.9696329,51.45463
Lakeside Care Home,Hospitals/Childcare/Caring Premises,25 Whiteknights Road,Reading,Berkshire,RG6 7BY,5,2026-05-12,Reading,5,5,5,-0.9396057,51.4455771
Lakhe,Retailers - other,55 St Marys Butts,Reading,,RG1 2LG,AwaitingInspection,,Reading,,,,-0.9743673,51.4546536
Las Iguanas at The Oracle,Pub/bar/nightclub,Bridge Street,Reading,,RG1 2AG,5,2026-04-10,Reading,5,5,5,,
Laura's Cookies,Other catering premises,Unit 3 Paddock Road Caversham,Reading,,RG4 5BY,5,2025-07-23,Reading,5,0,0,-0.9558868,51.4646976
Lazaro Store Limited,Retailers - other,7 Whitley Street,Reading,,RG2 0EG,4,2024-09-01,Reading,5,5,10,-0.9656221,51.4461513
Leaf and Lustre Mayfair,Retailers - other,,,,,AwaitingInspection,,Reading,,,,,
League of Friends Store Maternity Ward at Royal Berkshire Hospital,Takeaway/sandwich shop,London Road,Reading,,RG1 5AN,5,2019-11-01,Reading,0,0,0,-0.95611545,51.451942
Lebanese Village Reading,Restaurant/Cafe/Canteen,6 Bridge Street Caversham,Reading,,RG4 8AA,5,2025-09-24,Reading,5,5,0,-0.9771378,51.4665834
Leelee & Tay's – Sweet Treats & Trini Eats,Other catering premises,,,,,AwaitingInspection,,Reading,,,,,
Lee's Garden,Takeaway/sandwich shop,Honey End Lane,Reading,,RG30 4AA,3,2024-10-03,Reading,10,10,5,,
Lekker Wors,Other catering premises,,,,,AwaitingInspection,,Reading,,,,,
Li Sun,Other catering premises,,,,,4,2024-12-13,Reading,5,0,10,,
Lidl,Retailers - supermarkets/hypermarkets,565-575 Basingstoke Road,Reading,,RG2 0SJ,4,2025-02-13,Reading,5,10,5,-0.9681059,51.4216897
Lidl,Retailers - supermarkets/hypermarkets,Unit 2 & 6 Reading Retail Park Oxford Road,Reading,,RG30 1PR,5,2026-03-01,Reading,0,0,0,-1.0124284,51.4609961
Lidl Great Britain Ltd,Retailers - supermarkets/hypermarkets,289-291 Oxford Road,Reading,,RG30 1AS,5,2024-03-01,Reading,0,0,0,-0.9911518,51.455177
Life Care Corporation,Hospitals/Childcare/Caring Premises,31 Cressingham Road,Reading,,RG2 7RU,5,2025-10-22,Reading,0,0,5,-0.9534906,51.432385
Lili World,Other catering premises,,,,,AwaitingInspection,,Reading,,,,,
Lincoln Coffee House,Restaurant/Cafe/Canteen,10-12 King Street,Reading,,RG1 2HF,5,2026-05-07,Reading,5,5,5,-0.9702218,51.4546801
Lincoln Coffee House,Takeaway/sandwich shop,60 Kings Road,Reading,,RG1 3AA,5,2024-11-08,Reading,0,5,5,-0.9659626,51.4546426
Liquor & Vape Shop,Retailers - other,27 School Road,Reading,,RG31 5AR,4,2026-03-17,Reading,5,5,10,-1.0368833,51.4603721
Little Apron,Restaurant/Cafe/Canteen,6 Crown Colonade London Road,Reading,,RG1 5BA,5,2025-09-03,Reading,5,5,5,,
Little Badgers Pre-School,School/college/university,Armour Hill,Tilehurst,Reading,RG31 6JH,5,2019-10-25,Reading,0,0,0,-1.03278457,51.46480949
Little Dragons Nursery,Hospitals/Childcare/Caring Premises,57-59 Bath Road,Reading,,RG30 2BA,5,2026-03-11,Reading,5,5,5,-0.9981517,51.4470453
Little Tots Montessori Nursery,Hospitals/Childcare/Caring Premises,59 Prince Of Wales Avenue,Reading,,RG30 2UJ,5,2026-01-27,Reading,0,5,0,-0.9937369,51.4541202
Lois Afro Shop,Retailers - other,273 Oxford Road,Reading,,RG1 7PY,1,2025-09-24,Reading,10,15,20,-0.9894165,51.4555487
Lola Lo's,Restaurant/Cafe/Canteen,126 Friar Street,Reading,,RG1 1EP,4,2025-04-16,Reading,10,10,0,-0.9739372,51.4565112
Londis,Retailers - other,286 Gosbrook Road,Caversham,Reading,RG4 8EB,5,2024-12-17,Reading,0,0,5,-0.9633339,51.4658684
Londis,Retailers - supermarkets/hypermarkets,526-528 Northumberland Avenue,Reading,,RG2 8NY,2,2025-10-28,Reading,15,5,10,-0.9593615,51.4196055
Londis - Leander,Retailers - supermarkets/hypermarkets,182-184 Henley Road,Reading,,RG4 5DL,5,2025-07-23,Reading,5,5,5,-0.9533924,51.4712832
Londis Kennet Island,Retailers - other,Whale Avenue,Reading,,RG2 0GX,4,2025-08-12,Reading,0,5,10,,
Londis Reading Rose Kiln,Retailers - other,Rajan Service Station Rose Kiln Lane,Reading,,RG2 0HP,AwaitingInspection,,Reading,,,,,
Love Li’s Bakehouse,Takeaway/sandwich shop,,,,,AwaitingInspection,,Reading,,,,,
Luisella,Other catering premises,,,,,5,2026-07-16,Reading,5,0,5,,
LuvMuffin,Mobile caterer,7 Winton Road,Reading,,RG2 8HH,AwaitingInspection,,Reading,,,,-0.953334,51.4228519
Lyndhurst Arms,Pub/bar/nightclub,88 Queens Road,Reading,,RG1 4DG,4,2026-03-17,Reading,5,10,5,-0.9613512,51.4536396
M & A Convenience Store,Retailers - other,2 Duke Street,Reading,,RG1 4RU,5,2025-08-19,Reading,0,0,0,-0.9692391,51.4548603
M & M Food and Wine,Retailers - other,55-57 Wokingham Road,Reading,,RG6 1LH,1,2025-12-10,Reading,10,15,20,-0.9374934,51.4491727
Mac's Coffee,Restaurant/Cafe/Canteen,33 Castle Street,Reading,,RG1 7SB,3,2026-07-27,Reading,10,10,10,-0.975339,51.4530345
Mac's Deli - Reading,Takeaway/sandwich shop,Blue Collar Corner 15 Hosier Street,Reading,,RG17QL,3,2026-03-26,Reading,10,10,10,,
Mad Hatters Pottery Painting Cafe,Restaurant/Cafe/Canteen,114-116 School Road,Tilehurst,Reading,RG31 5AX,5,2025-02-12,Reading,5,5,5,-1.0426695,51.4576319
Madni Halal Meat Reading,Retailers - other,232 Shinfield Road,Reading,,RG2 8EX,4,2024-07-07,Reading,10,5,5,-0.9463056,51.4283101
Madoo,Restaurant/Cafe/Canteen,10-12 Duke Street,Reading,,RG1 4RU,4,2026-01-13,Reading,10,5,5,-0.9690299,51.4545617
Madras Flavours,Restaurant/Cafe/Canteen,11-13 Kings Road,Reading,,RG1 3AR,2,2026-06-29,Reading,15,15,10,-0.9684282,51.455078
Mai Sushi,Retailers - other,Marks & Spencers 12 Broad Street,Reading,,RG1 2BH,5,2025-11-26,Reading,0,5,5,-0.9707529,51.4560246
Maiden Erlegh Trust at Hamilton School,School/college/university,135 Bulmershe Road,Reading,,RG1 5SG,5,2024-11-28,Reading,5,0,5,-0.9396912,51.4462343
Maiden Erleigh School Reading,School/college/university,81 Crescent Road,Reading,,RG1 5SL,4,2026-03-17,Reading,10,5,5,-0.9404898,51.4477881
Maison Umi Bakery,Other catering premises,,,,,AwaitingInspection,,Reading,,,,,
Majestic Wine,Retailers - other,Caversham Road,Reading,,RG1 8AL,Exempt,,Reading,,,,,
Makan Malaysia UK LLP,Takeaway/sandwich shop,Milford Road,Reading,,RG1 8LG,5,2025-05-20,Reading,5,5,5,-0.9811278,51.46238715
Malik Brothers Halal Meat at Best Foods,Retailers - other,129-131 Oxford Road,Reading,,RG1 7UU,4,2026-05-12,Reading,5,5,10,-0.9817197,51.4547447
Malinka Cash & Carry,Distributors/Transporters,Unit 2 Little Johns Lane,Reading,,RG30 1RA,4,2025-01-06,Reading,5,5,10,-1.0014073,51.4620808
Mallu Nest,Takeaway/sandwich shop,124 London Road,Reading,,RG1 5AY,1,2025-06-13,Reading,15,15,20,-0.9487367,51.4527179
Malmaison Hotel,Hotel/bed & breakfast/guest house,18-20 Station Road,Reading,Berkshire,RG1 1JX,5,2024-10-25,Reading,0,5,0,-0.9719403,51.4576266
Mal'va,Restaurant/Cafe/Canteen,21 Sidmouth Street,Reading,,RG1 4QZ,5,2025-05-14,Reading,5,5,5,-0.963387,51.4520751
Mama Daniela Pizzeria,Restaurant/Cafe/Canteen,521 Oxford Road,Reading,,RG30 1HF,AwaitingInspection,,Reading,,,,-1.0005537,51.4576584
Mamafrika Tropic Food,Retailers - other,385 Oxford Road,Reading,,RG30 1HA,4,2026-03-19,Reading,0,10,10,-0.9951678,51.4564704
Mama's Way,Restaurant/Cafe/Canteen,10-12 Duke Street,Reading,,RG1 4RU,5,2025-10-15,Reading,5,5,0,-0.9690299,51.4545617
Mandy’s Food & Wine,Retailers - other,Unit 22 Meadway Shopping Centre Meadway Precinct Honey End Lane,Reading,,RG30 4AA,4,2026-03-19,Reading,5,10,5,-1.017291,51.449716
Mangiare,Takeaway/sandwich shop,6 Kings Road,Reading,,RG4 8DT,5,2026-05-09,Reading,5,5,5,-0.9657927,51.4653597
Manzano's Peri Peri,Restaurant/Cafe/Canteen,41 Oxford Road,Reading,,RG1 7QG,4,2025-10-16,Reading,10,5,5,,
MAP Food and Wine,Retailers - other,255 London Road,Reading,,RG1 3NY,4,2025-09-19,Reading,5,5,10,-0.9464236,51.4538031
Margaret James - Magz Kidz,Other catering premises,,,,,5,2025-08-28,Reading,5,0,0,,
Market House,Hotel/bed & breakfast/guest house,1-2 Market Place,Reading,,RG1 2EQ,5,2025-11-07,Reading,5,5,0,-0.9689392,51.4553972
Marks & Spencer,Retailers - supermarkets/hypermarkets,12 Broad Street,Reading,,RG1 2BH,5,2025-07-24,Reading,0,5,5,-0.9707529,51.4560246
Marks & Spencer Simply Foods Level 2 Main Ent Royal Berkshire Hospital,Retailers - other,London Road,Reading,,RG1 5AN,5,2024-10-30,Reading,0,5,0,-0.95611545,51.451942
Marmaris Kebabs,Mobile caterer,169 Caversham Road,Reading,,RG1 8BB,4,2026-03-25,Reading,5,5,10,-0.9765322,51.4634039
Marugame,Restaurant/Cafe/Canteen,Unit R2 The Riverside The Oracle,Reading,,RG1 2AG,5,2025-05-03,Reading,5,5,5,,
Mary Seacole Day Nursery at MAPP Centre,Hospitals/Childcare/Caring Premises,22-24 Mount Pleasant,Reading,,RG1 2TD,5,2025-06-11,Reading,5,5,5,-0.9668203,51.4478882
Mary Stores,Retailers - other,27 St Georges Terrace,Reading,,RG30 2QN,5,2025-02-25,Reading,5,5,5,-1.0087596,51.4582496
Masakali,Other catering premises,93-97 Caversham Road,Reading,,RG1 8AN,4,2025-07-14,Reading,5,10,5,-0.9752902,51.4616575
Masala Magik,Takeaway/sandwich shop,375 Oxford Road,Reading,,RG30 1HA,AwaitingInspection,,Reading,,,,-0.9948676,51.4563779
Master Fryer at Milestone Way Precinct,Takeaway/sandwich shop,7a Cavendish Road,Emmer Green,Reading,RG4 8XU,5,2025-06-25,Reading,0,5,5,-0.9623245,51.4831501
Matchasty London,Retailers - other,260-262 Kentwood Hill,Reading,,RG31 6DR,4,2026-07-24,Reading,5,10,5,-1.0293584,51.4690413
Maurice's Ice Cream,Restaurant/Cafe/Canteen,The Forbury,Reading,,,3,2026-07-28,Reading,10,10,10,-0.96795216,51.45637782
Mavis Food and Wine at Reading Rail Station Concourse,Retailers - other,Station Approach,Reading,,RG1 1LT,5,2017-09-26,Reading,0,0,5,-0.97266395,51.45874139
MaysBakes,Other catering premises,,,,,5,2026-01-09,Reading,0,0,0,,
McCafferty's,Pub/bar/nightclub,13-14 Friar Street,Reading,,RG1 1DB,4,2025-08-11,Reading,5,5,10,-0.9713675,51.4568573
McDonalds,Restaurant/Cafe/Canteen,287 Oxford Road,Reading,,RG30 1AS,5,2025-05-15,Reading,5,5,5,-0.9905087,51.4556211
McDonalds (Franchise),Restaurant/Cafe/Canteen,128-129 Friar Street,Reading,Berkshire,RG1 1EP,5,2025-07-30,Reading,0,0,0,-0.9737787,51.4565188
McDonalds at Forbury Retail Park,Restaurant/Cafe/Canteen,Kenavon Drive,Reading,,RG1 3HS,5,2025-09-26,Reading,0,5,5,-0.96113356,51.45731606
McDonalds at Reading Gate Retail Park,Restaurant/Cafe/Canteen,,Reading,,RG2 0QG,5,2025-08-04,Reading,0,0,5,,
McDonalds at The Oracle,Restaurant/Cafe/Canteen,Bridge Street,Reading,,RG1 2AG,5,2026-08-07,Reading,0,0,0,,
McRosy's Kitchen,Other catering premises,,,,,5,2025-11-12,Reading,5,5,5,,
Me Kong,Restaurant/Cafe/Canteen,St Lawrence House Abbey Square,Reading,,RG1 3AG,5,2026-02-03,Reading,5,5,5,-0.9670817,51.4554348
Meadway News,Retailers - other,151 The Meadway,Tilehurst,Reading,RG30 4AP,5,2025-04-04,Reading,0,5,5,-1.0245154,51.4512995
Meat Wala,Retailers - other,61 St Mary's Butts,Reading,,RG1 2LG,3,2026-03-03,Reading,10,10,5,-0.9744754,51.4549693
Meat Wala,Retailers - other,Unit 19-20 Meadway Shopping Centre,Tilehurst,Reading,RG30 4AA,4,2025-04-14,Reading,0,10,10,,
Memory of Sichuan,Restaurant/Cafe/Canteen,109 Friar Street,Reading,,RG1 1EP,4,2026-04-07,Reading,5,5,10,-0.9745715,51.4564628
